ID,0
1,0.5463910796025788
3,0.2980946631382842
83,0.15352180271841845
86,0.05815382948587467
85,0.19061181579919984
6,0.09733603139768353
11,0.09269035950804848
88,0.08638933030560703
106,0.01388087351016483
89,0.07835380827899845
84,0.08190166093507921
5,0.08553047384744338
8,0.15239397677796265
76,0.1658774444630568
77,0.04058592846263486
87,0.14108007414121285
82,0.10006653319969881
96,0.026803393685974345
12,0.14189335589468527
17,0.029129125576417406
80,0.0008950070503292965
33,0.0008950070503292965
16,0.013840524327510963
